title,authors,year,doi,abstract,venue,url,source_db
"Towards 6G wireless communication networks: vision, enabling technologies, and new paradigm shifts",Xiaohu You; Cheng‐Xiang Wang; Jie Huang; Xiqi Gao; Zaichen Zhang; Mao Wang; Yongming Huang; Chuan Zhang; Yanxiang Jiang; Jiaheng Wang; Min Zhu; Bin Sheng; Dongming Wang; Zhiwen Pan; Pengcheng Zhu; Yang Yang; Zening Liu; Ping Zhang; Xiaofeng Tao; Shaoqian Li; Zhi Chen; Xinying Ma; I Chih‐Lin; Shuangfeng Han; Ke Li; Chengkang Pan; Zhimin Zheng; Lajos Hanzo; Xuemin Shen; Yingjie Jay Guo; Zhiguo Ding; Harald Haas; Wen Tong; Peiying Zhu; Ganghua Yang; Jun Wang; Erik G. Larsson; Hien Quoc Ngo; Wei Hong; Haiming Wang; Debin Hou; Jixin Chen; Zhe Chen; Zhang‐Cheng Hao; Geoffrey Ye Li; Rahim Tafazolli; Yue Gao; H. Vincent Poor; Gerhard Fettweis; Ying‐Chang Liang,2020,10.1007/s11432-020-2955-6,"Abstract The fifth generation (5G) wireless communication networks are being deployed worldwide from 2020 and more capabilities are in the process of being standardized, such as mass connectivity, ultra-reliability, and guaranteed low latency. However, 5G will not meet all requirements of the future in 2030 and beyond, and sixth generation (6G) wireless communication networks are expected to provide global coverage, enhanced spectral/energy/cost efficiency, better intelligence level and security, etc. To meet these requirements, 6G networks will rely on new enabling technologies, i.e., air interface and transmission technologies and novel network architecture, such as waveform design, multiple access, channel coding schemes, multi-antenna technologies, network slicing, cell-free architecture, and cloud/fog/edge computing. Our vision on 6G is that it will have four new paradigm shifts. First, to satisfy the requirement of global coverage, 6G will not be limited to terrestrial communication networks, which will need to be complemented with non-terrestrial networks such as satellite and unmanned aerial vehicle (UAV) communication networks, thus achieving a space-air-ground-sea integrated communication network. Second, all spectra will be fully explored to further increase data rates and connection density, including the sub-6 GHz, millimeter wave (mmWave), terahertz (THz), and optical frequency bands. Third, facing the big datasets generated by the use of extremely heterogeneous networks, diverse communication scenarios, large numbers of antennas, wide bandwidths, and new service requirements, 6G networks will enable a new range of smart applications with the aid of artificial intelligence (AI) and big data technologies. Fourth, network security will have to be strengthened when developing 6G networks. This article provides a comprehensive survey of recent advances and future trends in these four aspects. Clearly, 6G with additional technical requirements beyond those of 5G will enable faster and further communications to the extent that the boundary between physical and cyber worlds disappears.",Science China Information Sciences,https://openalex.org/W3110989801,openalex
Consortium Blockchain-Based Spectrum Trading for Network Slicing in 5G RAN: A Multi-Agent Deep Reinforcement Learning Approach,Gordon Owusu Boateng; Guolin Sun; Daniel Ayepah-Mensah; Daniel Mawunyo Doe; Ruijie Ou; Guisong Liu,2022,10.1109/tmc.2022.3190449,"Network slicing (NS) is envisioned as an emerging paradigm for accommodating different virtual networks on a common physical infrastructure. Considering the integration of blockchain and NS, a secure decentralized spectrum trading platform can be established for autonomous radio access network (RAN) slicing. Moreover, the realization of proper incentive mechanisms for fair spectrum trading is crucial for effective RAN slicing. This paper proposes a novel hierarchical framework for blockchain-empowered spectrum trading for NS in RAN. Specifically, we deploy a consortium blockchain platform for spectrum trading among spectrum providers and buyers for slice creation, and autonomous slice adjustment. For slice creation, the spectrum providers are infrastructure providers (InPs) and buyers are mobile virtual network operators (MVNOs). Then, underloaded MVNOs with extra spectrum to spare, trade with overloaded MVNOs, for slice spectrum adjustment. For proper incentive maximization, we propose a three-stage Stackelberg game framework among InPs, seller MVNOs, and buyer MVNOs, for joint optimal pricing and demand prediction strategies. Then, a multi-agent deep reinforcement learning (MADRL) method is designed to achieve a Stackelberg equilibrium (SE). Security assessment and extensive simulation results confirm the security and efficacy of our proposed method in terms of players’ utility maximization and fairness, compared with other baselines.",IEEE Transactions on Mobile Computing,https://openalex.org/W4285819283,openalex
"A Research Landscape of Agentic AI and Large Language Models: Applications, Challenges and Future Directions",Sarfraz Nawaz Brohi; Qurat-ul-ain Mastoi; N. Z. Jhanjhi; Thulasyammal Ramiah Pillai,2025,10.3390/a18080499,"Agentic AI and Large Language Models (LLMs) are transforming how language is understood and generated while reshaping decision-making, automation, and research practices. LLMs provide underlying reasoning capabilities, and Agentic AI systems use them to perform tasks through interactions with external tools, services, and Application Programming Interfaces (APIs). Based on a structured scoping review and thematic analysis, this study identifies that core challenges of LLMs, relating to security, privacy and trust, misinformation, misuse and bias, energy consumption, transparency and explainability, and value alignment, can propagate into Agentic AI. Beyond these inherited concerns, Agentic AI introduces new challenges, including context management, security, privacy and trust, goal misalignment, opaque decision-making, limited human oversight, multi-agent coordination, ethical and legal accountability, and long-term safety. We analyse the applications of Agentic AI powered by LLMs across six domains: education, healthcare, cybersecurity, autonomous vehicles, e-commerce, and customer service, to reveal their real-world impact. Furthermore, we demonstrate some LLM limitations using DeepSeek-R1 and GPT-4o. To the best of our knowledge, this is the first comprehensive study to integrate the challenges and applications of LLMs and Agentic AI within a single forward-looking research landscape that promotes interdisciplinary research and responsible advancement of this emerging field.",Algorithms,https://openalex.org/W4413222071,openalex
A coupled human–natural system analysis of freshwater security under climate and population change,Jim Yoon; Christian Klassert; Philip Selby; Thibaut Lachaut; Stephen Knox; Nicolas Avisse; Julien Harou; Amaury Tilmant; Bernd Klauer; Daanish Mustafa; Katja Sigel; Samer Talozi; Erik Gawel; Josué Medellín‐Azuara; Bushra Bataineh; Hua Zhang; Steven M. Gorelick,2021,10.1073/pnas.2020431118,"Limited water availability, population growth, and climate change have resulted in freshwater crises in many countries. Jordan's situation is emblematic, compounded by conflict-induced population shocks. Integrating knowledge across hydrology, climatology, agriculture, political science, geography, and economics, we present the Jordan Water Model, a nationwide coupled human-natural-engineered systems model that is used to evaluate Jordan's freshwater security under climate and socioeconomic changes. The complex systems model simulates the trajectory of Jordan's water system, representing dynamic interactions between a hierarchy of actors and the natural and engineered water environment. A multiagent modeling approach enables the quantification of impacts at the level of thousands of representative agents across sectors, allowing for the evaluation of both systemwide and distributional outcomes translated into a suite of water-security metrics (vulnerability, equity, shortage duration, and economic well-being). Model results indicate severe, potentially destabilizing, declines in freshwater security. Per capita water availability decreases by approximately 50% by the end of the century. Without intervening measures, >90% of the low-income household population experiences critical insecurity by the end of the century, receiving <40 L per capita per day. Widening disparity in freshwater use, lengthening shortage durations, and declining economic welfare are prevalent across narratives. To gain a foothold on its freshwater future, Jordan must enact a sweeping portfolio of ambitious interventions that include large-scale desalinization and comprehensive water sector reform, with model results revealing exponential improvements in water security through the coordination of supply- and demand-side measures.",Proceedings of the National Academy of Sciences,https://openalex.org/W3145858415,openalex
Philanthropic foundations as agents of environmental governance: a research agenda,Michele M. Betsill; Ashley Enrici; Elodie Le Cornu; Rebecca L. Gruby,2021,10.1080/09644016.2021.1955494,"Philanthropic foundations play increasingly prominent roles in the environmental arena, yet remain largely under the radar of environmental governance scholars. We build on the small body of existing research on foundations in environmental governance to outline a research agenda on foundations as agents of environmental governance. The agenda identifies current understandings, debates, and research gaps related to three themes: 1) the roles foundations perform in environmental governance, 2) the outcomes of environmental philanthropy, and 3) the sources of foundation legitimacy. We call for more systematic and empirical research using diverse theoretical perspectives and methodological approaches. This research agenda will contribute to literature on agency in environmental governance by providing a more comprehensive picture of who governs the environment and how. Coming at a time when foundations are facing growing public scrutiny, it can also inform contemporary debates and offer practical insights for effective and equitable environmental philanthropy.",Environmental Politics,https://openalex.org/W3196915034,openalex
Large Language Models for Cyber Security: A Systematic Literature Review,Hanxiang Xu; Shenao Wang; Ningke Li; Kailong Wang; Yanjie Zhao; Kai Chen; Ting Yu; Yang Liu; Haoyu Wang,2025,10.1145/3769676,"The rapid advancement of Large Language Models (LLMs) has opened up new opportunities for leveraging artificial intelligence in a variety of application domains, including cybersecurity. As the volume and sophistication of cyber threats continue to grow, there is an increasing need for intelligent systems that can automatically detect vulnerabilities, analyze malware, and respond to attacks. In this survey, we conduct a comprehensive review of the literature on the application of LLMs in cybersecurity (LLM4Security). By comprehensively collecting over 40K relevant papers and systematically analyzing 185 papers from top security and software engineering venues, we aim to provide a holistic view of how LLMs are being used to solve diverse problems across the cybersecurity domain. Through our analysis, we identify several key findings. First, we observe that LLMs are being applied to an expanding range of cybersecurity tasks, including vulnerability detection, malware analysis, and network intrusion detection. Second, we analyze application trends of different LLM architectures (such as encoder-only, encoder-decoder, and decoder-only) across security domains. Third, we identify increasingly sophisticated techniques for adapting LLMs to cybersecurity, such as advanced fine-tuning, prompt engineering, and external augmentation strategies. A significant emerging trend is the use of LLM-based autonomous agents, which represent a paradigm shift from single-task execution to orchestrating complex, multi-step security workflows. Furthermore, we find that the datasets used for training and evaluating LLMs are often limited, highlighting the need for more comprehensive datasets and the use of LLMs for data augmentation. Finally, we discuss the main challenges and opportunities for future research, including the need for more interpretable models, addressing the inherent security risks of LLMs, and their potential for proactive defense. Overall, our survey provides a comprehensive overview of the current state-of-the-art in LLM4Security and identifies several promising directions for future research. We believe that the insights and findings presented in this survey will contribute to the growing body of knowledge on the application of LLMs in cybersecurity and provide valuable guidance for researchers and practitioners working in this field.",ACM Transactions on Software Engineering and Methodology,https://openalex.org/W4414594130,openalex
Blockchain for Industry 4.0: A Comprehensive Review,Umesh Bodkhe; Sudeep Tanwar; Karan Parekh; Pimal Khanpara; Sudhanshu Tyagi; Neeraj Kumar; Mamoun Alazab,2020,10.1109/access.2020.2988579,"Due to the proliferation of ICT during the last few decades, there is an exponential increase in the usage of various smart applications such as smart farming, smart healthcare, supply-chain & logistics, business, tourism and hospitality, energy management etc. However, for all the aforementioned applications, security and privacy are major concerns keeping in view of the usage of the open channel, i.e., Internet for data transfer. Although many security solutions and standards have been proposed over the years to enhance the security levels of aforementioned smart applications, but the existing solutions are either based upon the centralized architecture (having single point of failure) or having high computation and communication costs. Moreover, most of the existing security solutions have focussed only on few aspects and fail to address scalability, robustness, data storage, network latency, auditability, immutability, and traceability. To handle the aforementioned issues, blockchain technology can be one of the solutions. Motivated from these facts, in this paper, we present a systematic review of various blockchain-based solutions and their applicability in various Industry 4.0-based applications. Our contributions in this paper are in four fold. Firstly, we explored the current state-of-the-art solutions in the blockchain technology for the smart applications. Then, we illustrated the reference architecture used for the blockchain applicability in various Industry 4.0 applications. Then, merits and demerits of the traditional security solutions are also discussed in comparison to their countermeasures. Finally, we provided a comparison of existing blockchain-based security solutions using various parameters to provide deep insights to the readers about its applicability in various applications.",IEEE Access,https://openalex.org/W3017089210,openalex
Agent-based manufacturing — review and expert evaluation,Terrin Pulikottil; Luis A. Estrada-Jimenez; Hamood Ur Rehman; Fan Mo; Sanaz Nikghadam-Hojjati; José Barata,2023,10.1007/s00170-023-11517-8,"Abstract The advent of smart manufacturing and the exposure to a new generation of technological enablers have revolutionized the way manufacturing process is carried out. Cyber-Physical Production Systems (CPPS) are introduced as main actors of this manufacturing shift. They are characterized for having high levels of communication, integration and computational capabilities that led them to a certain level of autonomy. Despite the high expectations and vision of CPPS, it still remains an exploratory topic. Multi-Agent Systems (MAS) have been widely used by software engineers to solve traditional computing problems, e.g., banking transactions. Because of their high levels of distribution and autonomous capabilities, MAS have been considered by the research community as a good solution to design and implement CPPS. This work first introduces a collection of requirements and characteristics of smart manufacturing. A comprehensive review of various research applications is presented to understand the current state of the art and the application of agent technology in manufacturing. Considering the smart manufacturing requirements and current research application, a SWOT analysis was formulated which identifies pros and cons of the implementation of agents in industry. The SWOT analysis was further validated by an industrial expert evaluation and the main findings and discussion of the results are presented.",The International Journal of Advanced Manufacturing Technology,https://openalex.org/W4379536815,openalex
A Survey on UAV Control with Multi-Agent Reinforcement Learning,Chijioke C. Ekechi; Tarek Elfouly; A.T. Alouani; Tamer Khattab,2025,10.3390/drones9070484,"Unmanned Aerial Vehicles (UAVs) have become increasingly prevalent in both governmental and civilian applications, offering significant reductions in operational costs by minimizing human involvement. There is a growing demand for autonomous, scalable, and intelligent coordination strategies in complex aerial missions involving multiple Unmanned Aerial Vehicles (UAVs). Traditional control techniques often fall short in dynamic, uncertain, or large-scale environments where decentralized decision-making and inter-agent cooperation are crucial. A potentially effective technique used for UAV fleet operation is Multi-Agent Reinforcement Learning (MARL). MARL offers a powerful framework for addressing these challenges by enabling UAVs to learn optimal behaviors through interaction with the environment and each other. Despite significant progress, the field remains fragmented, with a wide variety of algorithms, architectures, and evaluation metrics spread across domains. This survey aims to systematically review and categorize state-of-the-art MARL approaches applied to UAV control, identify prevailing trends and research gaps, and provide a structured foundation for future advancements in cooperative aerial robotics. The advantages and limitations of these techniques are discussed along with suggestions for further research to improve the effectiveness of MARL application to UAV fleet management.",Drones,https://openalex.org/W4412196054,openalex
Multi-Agent Coordinated Close-in Jamming for Disabling a Rogue Drone,Panayiota Valianti; Savvas Papaioannou; Panayiotis Kolios; Georgios Ellinas,2021,10.1109/tmc.2021.3062225,"Drones, including remotely piloted aircraft or unmanned aerial vehicles, have become extremely appealing over the recent years, with a multitude of applications and usages. However, they can potentially present major threats for security and public safety, especially when they fly across critical infrastructures and public spaces. This work investigates a novel counter-drone solution by proposing a multi-agent framework in which a team of pursuer drones cooperate in order to track and jam a rogue drone. Within the proposed framework, a joint mobility and power control solution is developed to optimize the respective decisions of each cooperating agent in order to best track and intercept the moving rogue drone. Both centralized and distributed variants of the joint optimization problem are developed and extensive simulations are conducted to evaluate the performance of the problem variants and to demonstrate the effectiveness of the proposed solution.",IEEE Transactions on Mobile Computing,https://openalex.org/W3134504405,openalex
Fuzzy Observer-Based Consensus Tracking Control for Fractional-Order Multi-Agent Systems Under Cyber-Attacks and Its Application to Electronic Circuits,G. Narayanan; M. Syed Ali; Quanxin Zhu; Bandana Priya; Ganesh Kumar Thakur,2022,10.1109/tnse.2022.3217618,"Consensus control of multi-agent systems (MASs) has applications in various domains. As MASs work in networked environments, their security control becomes critically desirable in response to cyber-attacks. In this paper, the observer-based consensus tracking control problem is investigated for a class of Takagi-Sugeno fuzzy fractional-order multi-agent systems (FOMASs) under cyber-attacks. The malicious cyber attacks can impact the security of topologies of the communication networks of both controllers and observers. To estimate unmeasurable system states, a fuzzy observer is built. It is found that the topology of contact for observer states may be different from that of the feedback signals. A novel mathematical model for T-S fuzzy FOMASs with cyber-attacks is proposed. By using algebraic graph theory, Lyapunov functional, and fractional calculus theory, a distributed feed-back controller is developed for each agent, which guarantee the secure performance of tracking consensus error and observer error. Finally, two numerical examples demonstrate the effectiveness of the suggested control scheme, and the controller design for electronic network circuits shows the applicability of the proposed theoretical results. Simulations results for different differential-orders and coupling strength scenarios are given.",IEEE Transactions on Network Science and Engineering,https://openalex.org/W4312836399,openalex
Supramolecular Sensing of Chemical Warfare Agents,Ester Butera; Agatino Zammataro; Andrea Pappalardo; Giuseppe Trusso Sfrazzetto,2021,10.1002/cplu.202100071,"Chemical warfare agents are a class of organic molecules used as chemical weapons due to their high toxicity and lethal effects. For this reason, the fast detection of these compounds in the environment is crucial. Traditional detection methods are based on instrumental techniques, such as mass spectrometry or HPLC, however the use of molecular sensors able to change a detectable property (e. g., luminescence, color, electrical resistance) can be cheaper and faster. Today, molecular sensing of chemical warfare agents is mainly based on the ""covalent approach"", in which the sensor reacts with the analyte, or on the ""supramolecular approach"", which involves the formation of non-covalent interactions between the sensor and the analyte. This Review is focused on the recent developments of supramolecular sensors of organophosphorus chemical warfare agents (from 2013). In particular, supramolecular sensors are classified by function of the sensing mechanism: i) Lewis Acids, ii) hydrogen bonds, iii) macrocyclic hosts, iv) multi-topic sensors, v) nanosensors. It is shown how the supramolecular non-covalent approach leads to a reversible sensing and higher selectivity towards the selected analyte respect to other interfering molecules.",ChemPlusChem,https://openalex.org/W3145634185,openalex
Explainable Agents for Less Bias in Human-Agent Decision Making,Avleen Malhi; Samanta Knapič; Kary Främling,2020,10.1007/978-3-030-51924-7_8,,Lecture notes in computer science,https://openalex.org/W3041306121,openalex
Polymeric Hydrogels—A Promising Platform in Enhancing Water Security for a Sustainable Future,Siew‐Leng Loo; Lía Vásquez; Athanassia Athanassiou; Despina Fragouli,2021,10.1002/admi.202100580,"Abstract Although water is essential for global health and the socio‐economic development of modern society, providing fresh water universally in a sustainable and affordable manner, for both developing and industrialized communities, is challenging. Polymeric hydrogels have recently drawn increasing interest as promising material platforms to sustainably enhance global water security. This review aims to provide a consolidated overview of polymeric hydrogels as an enabling agent in various water treatment technologies. First, a summary of the different approaches for the preparation of hydrogels with tailored chemistry, morphology, structure, and functions that enable the multifaceted requirements of different water technologies to be met is presented. Then, a set of properties unique to hydrogels, which gives them competitive advantages compared to other materials in the context of water treatment, is presented and discussed. This is followed by a comprehensive review of the applications of hydrogels in different water technologies. Their performance is correlated to their unique properties in order to gain an in‐depth mechanistic understanding of how hydrogels can lead to impressive performance and technological innovation. The authors conclude with some proposed solutions and recommendations for prospective research directions to address the remaining challenges specific to each hydrogel‐enabled water technology.",Advanced Materials Interfaces,https://openalex.org/W3212122138,openalex
Blockchain-Enabled Task Offloading With Energy Harvesting in Multi-UAV-Assisted IoT Networks: A Multi-Agent DRL Approach,Abegaz Mohammed Seid; Jianfeng Lu; Hayla Nahom Abishu; Tewodros Alemu Ayall,2022,10.1109/jsac.2022.3213352,"Unmanned Aerial Vehicle (UAV) is a promising technology that can serve as aerial base stations to assist Internet of Things (IoT) networks, solving various problems such as extending network coverage, enhancing network performance, transferring energy to IoT devices (IoTDs), and perform computationally-intensive tasks of IoTDs. Heterogeneous IoTDs connected to IoT networks have limited processing capability, so they cannot perform resource-intensive activities for extended periods. Additionally, IoT network is vulnerable to security threats and natural calamities, limiting the execution of real-time applications. Although there have been many attempts to solve resource scarcity through computational offloading with Energy Harvesting (EH), the emergency and vulnerability issues have still been under-explored so far. This paper proposes a blockchain and multi-agent deep reinforcement learning (MADRL) integrated framework for computation offloading with EH in a multi-UAV-assisted IoT network, where IoTDs obtain computing and energy resources from UAVs. We first formulate the optimization problem as the joint optimization problem of computation offloading and EH problems while considering the optimal resource price. And then, we model the optimization problem as a Stackelberg game to investigate the interaction between IoTDs and UAVs by allowing them to continuously adjust their resource demands and pricing strategies. In particular, the formulated problem can be addressed indirectly by a stochastic game model to minimize computation costs for IoTDs while maximizing the utility of UAVs. The MADRL algorithm solves the defined problem due to its dynamic and large-dimensional properties. Finally, extensive simulation results demonstrate the superiority of our proposed framework compared to the state-of-the-art.",IEEE Journal on Selected Areas in Communications,https://openalex.org/W4310049705,openalex
A Survey on Cyber–Physical Systems Security,Zhenhua Yu; Hongxia Gao; Xuya Cong; Naiqi Wu; Houbing Song,2023,10.1109/jiot.2023.3289625,"Cyber–physical systems (CPSs) are new types of intelligent systems that integrate computing, control, and communication technologies, bridging the cyberspace and physical world. These systems enhance the capabilities of our critical infrastructure and are widely used in a variety of safety-critical systems. CPSs are susceptible to cyber attacks due to their vulnerabilities such that their security has become a critical issue. Therefore, it is important to classify and comprehensively investigate this issue. Most of the existing surveys on it are conducted from a single perspective. In this article, we present a comprehensive view of the security of CPSs from three perspectives: 1) the physical domain; 2) the cyber domain; and 3) the cyber–physical domain. In the physical domain, we review some attacks that directly damage the physical components of CPSs such as sensors and discuss corresponding defenses. We also review the attacks that CPSs in the cyber domain may face and study methods to detect and defend against them. In addition, we survey the intelligent attacks faced by CPSs and the corresponding defensive means. In the cyber–physical domain, we provide an overview of attacks that come from the cyber domain and eventually damage the physical parts, and discuss the corresponding detection and defense methods. Finally, we present the challenges and future research directions. Through this in-depth review, we attempt to summarize the current security threats to CPSs and the state-of-the-art security means to provide researchers with a comprehensive overview.",IEEE Internet of Things Journal,https://openalex.org/W4382119200,openalex
Quantitative easing with heterogeneous agents,Wei Cui; Vincent Sterk,2021,10.1016/j.jmoneco.2021.07.007,,Journal of Monetary Economics,https://openalex.org/W3192617523,openalex
"Review on Recent Progress in Magnetic Nanoparticles: Synthesis, Characterization, and Diverse Applications",Arbab Ali; Tufail Shah; Rehmat Ullah; Pingfan Zhou; Manlin Guo; Muhammad Ovais; Zhiqiang Tan; Yukui Rui,2021,10.3389/fchem.2021.629054,"Diverse applications of nanoparticles (NPs) have revolutionized various sectors in society. In the recent decade, particularly magnetic nanoparticles (MNPs) have gained enormous interest owing to their applications in specialized areas such as medicine, cancer theranostics, biosensing, catalysis, agriculture, and the environment. Controlled surface engineering for the design of multi-functional MNPs is vital for achieving desired application. The MNPs have demonstrated great efficacy as thermoelectric materials, imaging agents, drug delivery vehicles, and biosensors. In the present review, first we have briefly discussed main synthetic methods of MNPs, followed by their characterizations and composition. Then we have discussed the potential applications of MNPs in different with representative examples. At the end, we gave an overview on the current challenges and future prospects of MNPs. This comprehensive review not only provides the mechanistic insight into the synthesis, functionalization, and application of MNPs but also outlines the limits and potential prospects.",Frontiers in Chemistry,https://openalex.org/W3178685918,openalex
Next-generation anti-VEGF agents for diabetic macular oedema,Matías Iglicki; David Pérez González; Anat Loewenstein; Dinah Zur,2021,10.1038/s41433-021-01722-8,,Eye,https://openalex.org/W3190763560,openalex
An Automatic Cost Learning Framework for Image Steganography Using Deep Reinforcement Learning,Weixuan Tang; Bin Li; Mauro Barni; Jin Li; Jiwu Huang,2020,10.1109/tifs.2020.3025438,"Automatic cost learning for steganography based on deep neural networks is receiving increasing attention. Steganographic methods under such a framework have been shown to achieve better security performance than methods adopting hand-crafted costs. However, they still exhibit some limitations that prevent a full exploitation of their potentiality, including using a function-approximated neural-network-based embedding simulator and a coarse-grained optimization objective without explicitly using pixel-wise information. In this article, we propose a new embedding cost learning framework called SPAR-RL (Steganographic Pixel-wise Actions and Rewards with Reinforcement Learning) that overcomes the above limitations. In SPAR-RL, an agent utilizes a policy network which decomposes the embedding process into pixel-wise actions and aims at maximizing the total rewards from a simulated steganalytic environment, while the environment employs an environment network for pixel-wise reward assignment. A sampling process is utilized to emulate the message embedding of an optimal embedding simulator. Through the iterative interactions between the agent and the environment, the policy network learns a secure embedding policy which can be converted into pixel-wise embedding costs for practical message embedding. Experimental results demonstrate that the proposed framework achieves state-of-the-art security performance against various modern steganalyzers, and outperforms existing cost learning frameworks with regard to learning stability and efficiency.",IEEE Transactions on Information Forensics and Security,https://openalex.org/W3088440139,openalex
Coordinated flexible energy and self‐healing management according to the multi‐agent system‐based restoration scheme in active distribution network,Leila Bagherzadeh; Hossein Shayeghi; Sasan Pirouzi; Miadreza Shafie‐khah; João P. S. Catalào,2021,10.1049/rpg2.12145,"Abstract This study presents the optimal model of the coordinated flexible energy and self‐healing management (C‐FE&SH‐M) in the active distribution network (ADN) including renewable energy sources (RESs), electric vehicles (EVs) and demand response program (DRP).The flexible energy management (FEM) is extracted using coordination between the RESs, EVs and DRP. The self‐healing method (SHM) is related to multi‐agent system‐based restoration process (MAS‐based RP) that finds the optimal restoration pattern at the fault condition according to the different zone agents (ZAs) distributing along with the network. This method minimizes the difference between energy cost and flexibility benefit related to the FEM part and difference between the number of switching operation and priority loads restored based on the SHM part. Also, this problem subjects to power flow equations, RESs and active loads constraints, restoration process formulation and system operation limits. Stochastic programming is used to model the uncertainty of loads, energy prices, RESs and EVs. Hereupon, the suggested strategy is implemented on the 33‐bus radial distribution network and it is solved by the crow search algorithm (CSA). Ultimately, the obtained results imply the high flexibility and security of the operation, incorporating the proposed strategy, and delineate the optimal restoration scheme for the ADN.",IET Renewable Power Generation,https://openalex.org/W3137598147,openalex
Selection of Endophytic Beauveria bassiana as a Dual Biocontrol Agent of Tomato Pathogens and Pests,Martina Sinno; Marta Ranesi; Ilaria Di Lelio; Giuseppina Iacomino; Andrea Becchimanzi; Eleonora Barra; Donata Molisso; Francesco Pennacchio; M. Cristina Digilio; Stefania Vitale; David Turrà; Vili Harizanova; Matteo Lorito; Sheridan L. Woo,2021,10.3390/pathogens10101242,"Endophytic fungi (EF) can enhance both plant growth and defense barriers against pests and pathogens, contributing to the reduction of chemical pesticides and fertilizers use in agriculture. Beauveria bassiana is an entomopathogenic fungus showing endophytism in several crops, often associated with a good capacity to limit the development of pests and disease agents. However, the diversity of the protective efficacy and plant response to different strains can be remarkable and needs to be carefully assessed for the successful and predictable use of these beneficial microorganisms. This study aims to select B. bassiana strains able to colonize tomato plants as endophytes as well as to control two important disease agents, Botrytis cinerea and Alternaria alternata, and the pest aphid, Macrosiphum euphorbiae. Nine wild-type isolates and one commercial strain were screened for endophytism, then further characterized for plant-growth promotion plus inhibition of disease development and pest infestation. Four isolates proved to have a good control activity against the biotic stressors tested, but only Bb716 was also able to promote plant growth. This work provides a simple workflow for the selection of beneficial EF, paving the way towards more effective use of B. bassiana in Integrate Pest Management (IPM) of tomato.",Pathogens,https://openalex.org/W3201989840,openalex
Cyber Security in IoT-Based Cloud Computing: A Comprehensive Survey,Waqas Ahmad; Aamir Rasool; Abdul Rehman Javed; Thar Baker; Zunera Jalil,2021,10.3390/electronics11010016,"Cloud computing provides the flexible architecture where data and resources are dispersed at various locations and are accessible from various industrial environments. Cloud computing has changed the using, storing, and sharing of resources such as data, services, and applications for industrial applications. During the last decade, industries have rapidly switched to cloud computing for having more comprehensive access, reduced cost, and increased performance. In addition, significant improvement has been observed in the internet of things (IoT) with the integration of cloud computing. However, this rapid transition into the cloud raised various security issues and concerns. Traditional security solutions are not directly applicable and sometimes ineffective for cloud-based systems. Cloud platforms’ challenges and security concerns have been addressed during the last three years, despite the successive use and proliferation of multifaceted cyber weapons. The rapid evolution of deep learning (DL) in the artificial intelligence (AI) domain has brought many benefits that can be utilized to address industrial security issues in the cloud. The findings of the proposed research include the following: we present a comprehensive survey of enabling cloud-based IoT architecture, services, configurations, and security models; the classification of cloud security concerns in IoT into four major categories (data, network and service, applications, and people-related security issues), which are discussed in detail; we identify and inspect the latest advancements in cloud-based IoT attacks; we identify, discuss, and analyze significant security issues in each category and present the limitations from a general, artificial intelligence and deep learning perspective; we provide the technological challenges identified in the literature and then identify significant research gaps in the IoT-based cloud infrastructure to highlight future research directions to blend cybersecurity in cloud.",Electronics,https://openalex.org/W4200224268,openalex
Scalable multi-agent reinforcement learning for distributed control of residential energy flexibility,Flora Charbonnier; Thomas Morstyn; Malcolm McCulloch,2022,10.1016/j.apenergy.2022.118825,"This paper proposes a novel scalable type of multi-agent reinforcement learning-based coordination for distributed residential energy. Cooperating agents learn to control the flexibility offered by electric vehicles, space heating and flexible loads in a partially observable stochastic environment. In the standard independent Q-learning approach, the coordination performance of agents under partial observability drops at scale in stochastic environments. Here, the novel combination of learning from off-line convex optimisations on historical data and isolating marginal contributions to total rewards in reward signals increases stability and performance at scale. Using fixed-size Q-tables, prosumers are able to assess their marginal impact on total system objectives without sharing personal data either with each other or with a central coordinator. Case studies are used to assess the fitness of different combinations of exploration sources, reward definitions, and multi-agent learning frameworks. It is demonstrated that the proposed strategies create value at individual and system levels thanks to reductions in the costs of energy imports, losses, distribution network congestion, battery depreciation and greenhouse gas emissions.",Applied Energy,https://openalex.org/W4220906859,openalex
Secure communication between UAVs using a method based on smart agents in unmanned aerial vehicles,Maryam Faraji-Biregani; Reza Fotohi,2020,10.1007/s11227-020-03462-0,,The Journal of Supercomputing,https://openalex.org/W3096157131,openalex
